paragraph_id,chapter,original_text,translated_text,prompt,subject,verb,object
9,16,"Chim nhắc đi nhắc lại câu ấy ba lần, rồi mới vỗ cánh bay đi. Hai vợ chồng thấy chim biết nói đã lấy làm lạ, lại thấy chim bảo mình như thế, nhắc lại cho mình đến ba lần, nghe rõ mồn một, nên càng suy nghĩ, phân vân.","The bird repeated the phrase three times, then spread its massive wings and flew into the clouds. The husband and wife looked at each other, mouths open, scratching their heads in confusion.","Traditional Vietnamese painting style, the giant bird spreading its huge wings and flying into white clouds, the couple standing below looking up in total shock, dynamic movement, professional artwork.",Giant bird,Flying away,Into the clouds
10,16,"Nhưng rồi hai vợ chồng cũng làm theo lời chim. Người vợ lấy vài vuông vải nâu may cho chồng một cái túi, ngang dọc đúng ba gang.","That night, under the dim light of an oil lamp, the wife cut a piece of coarse brown fabric. She measured exactly three hand-spans with her fingers and sewed a small bag.","Traditional Vietnamese painting style, a woman sewing a small brown bag by the light of an oil lamp, measuring with her hand spans, cozy and warm interior, earthy tones, masterpiece quality.",Wife,Sewing,Three-span bag
11,16,"Sáng hôm sau, hai vợ chồng vừa ăn xong thì thấy một luồng gió mạnh cuốn cả cát bụi trước sân nhà, rồi trong chớp mắt một con chim cực kỳ lớn hạ xuống giữa sân, quay đầu vào nhà kêu lên mấy tiếng như chào hỏi. Người chồng xách cái túi ba gang ra sân, chim nằm rạp xuống, quay cổ ra hiệu cho anh ngồi lên lưng mình.","The next morning, a strong wind kicked up dust in the yard. The giant bird landed, folding its wings. The husband, holding the small brown bag, stepped out. The bird lowered its body to the ground, turning its neck to signal him to climb on.","Traditional Vietnamese painting style, the giant bird landing in a dusty yard, the husband holding a small bag approaching the bird, the bird crouching down low, dramatic arrival, 8k resolution, professional artwork.",Giant bird,Crouching,In the yard
12,16,"Anh ngồi lên lưng chim, bám vào cổ chim thật chặt. Chim đứng dậy vươn cổ, vỗ cánh bay bổng lên trời xanh. Chim lúc bay cao, lẩn vào mây bạc; lúc bay thấp, là là trên rừng xanh, đồi núi trập trùng. Rồi chim bay ra biển cả mênh mông, sóng biếc cao ngất vật vào sườn những hòn đảo nhỏ, làm tung lên những bọt trắng xóa.","He sat on the bird's back, gripping its feathers tightly. The bird soared into the high blue sky, flying over green forests and rolling hills. Below them, white waves crashed against the rocky cliffs of small islands in the vast ocean.","Traditional Vietnamese painting style, wide shot of a man riding a giant bird over a vast blue ocean and green mountains, white sea foam, cinematic and epic scale, masterpiece quality.",Younger brother,Riding,The bird
13,16,"Anh ngồi trên lưng chim thấy biển tuyệt mù, không biết đâu là bờ… Thốt nhiên chim bay vào một hòn đảo toàn đá trắng, đá xanh, đá đỏ, đã ngũ sắc, phản chiếu ánh sáng rực rỡ, anh chưa từng thấy bao giờ. Chim bay một vòng thật rộng xung quanh đảo như muốn tìm một nơi hạ cánh... Chim từ từ hạ xuống.","They approached a mysterious island where the ground glittered with red, blue, and white gemstones reflecting the sunlight. No trees grew there. The bird circled and landed on the rocky surface.","Traditional Vietnamese painting style, a glittering island made of multi-colored gemstones, sparkling under the sun, the giant bird circling above, vibrant colors, 8k resolution, professional artwork.",Giant bird,Circling,Gemstone island
14,16,"Chim ra hiệu bảo anh vào hang, muốn lấy gì thì lấy. Ở ngay cửa hang, anh đã thấy toàn những thứ đá trong như thủy tinh và hổ phách đủ các màu; có thứ xanh như mắt mèo, có thứ đỏ ối như mặt trời, còn vàng bạc thì nhiều như sỏi đá. Thấy hang sâu và rộng, anh không dám vào sợ lạc. Anh nhặt một ít vàng và kim cương bỏ vào túi ba gang, rồi trèo lên lưng chim, ra hiệu cho chim bay về.","The bird pointed its beak toward a deep cave filled with gold nuggets and sparkling gems like pebbles. The husband stood at the entrance, hesitating to go deeper. He knelt down, picking up just enough gold to fill his three-span bag, then climbed back onto the bird.","Traditional Vietnamese painting style, the younger brother kneeling at the mouth of a cave filled with gold and jewels, filling a small brown bag, the giant bird waiting nearby, high contrast, masterpiece quality.",Younger brother,Picking up,Gold nuggets
15,16,"Chim tỏ vẻ vui mừng, gật gật cái đầu, vươn cổ kêu vài tiếng, rồi vỗ cánh bay lên trời xanh, bay qua biển, qua rừng, qua núi. Mặt trời mới vừa đứng bóng, chim đã hạ cánh xuống cái vườn nhỏ có cây khế ngọt. Người vợ thấy chồng về bình yên, mừng rỡ vô cùng, chạy ra vuốt lông chim, tỏ ý cảm ơn.","At noon, the bird landed back in the yard. The wife ran out, smiling widely. She stroked the bird's feathers gently while the husband showed her the bag full of gold.","Traditional Vietnamese painting style, the giant bird in a humble yard at noon, the wife joyfully stroking its feathers, the husband holding a bag of gold, bright and happy atmosphere, 8k resolution.",Wife,Stroking,Bird's feathers
16,16,"Tiếng đồn hai vợ chồng người em thốt nhiên giàu có bay đến tai hai vợ chồng người anh. Hai vợ chồng người anh vội vã đến chơi nhà em để dò xét. Nghe em thật thà kể chuyện, người anh gạ đổi hết tài sản của mình để lấy túp lều tranh và cây khế. Hai vợ chồng chỉ lo người em không chịu đổi, không ngờ người em vui vẻ ưng thuận ngay.","The older brother and his wife visited the hut. Seeing the gold, their eyes widened, hands shaking. The older brother pointed at the hut and the Starfruit tree, offering his deed to the mansion in exchange. The younger brother nodded, handing over the hut.","Traditional Vietnamese painting style, the older brother and his wife looking at a pile of gold with greedy eyes, pointing at the starfruit tree, the younger brother nodding in agreement, professional artwork.",Older brother,Negotiating,To exchange property
17,16,"Hai vợ chồng người anh mừng rỡ như mở cờ trong bụng, lập tức giao hết tài sản của mình cho em, và sáng hôm sau dọn ngay đến ở túp lều.","The older couple moved into the dilapidated hut the next morning. They sat under the Starfruit tree, holding a large empty bag, grinning and looking up at the sky, waiting.","Traditional Vietnamese painting style, the older brother and wife sitting under the starfruit tree with a very large empty bag, looking up at the sky with greedy smiles, high expectations, masterpiece quality.",Older couple,Waiting,Under the tree
,,,,,,,
1,17,"Ngày xưa, có một bạn tên là Tích Chu. Bố mẹ Tích Chu mất sớm, Tích Chu ở với bà. Hàng ngày bà phải làm việc quần quật kiếm tiền nuôi Tích Chu, có thức gì ngon bà cũng dành cho Tích Chu.","Once upon a time, a small boy named Tich Chu lived with his grandmother in a humble thatched hut. Every day, the grandmother, with a hunched back and wearing faded brown clothes, planted rice in the muddy field under the scorching sun. Meanwhile, Tich Chu, wearing a bright red bib, sat in the cool shade eating a fresh rice cake.","Traditional Vietnamese painting style, an elderly grandmother with a hunched back working in a sun-drenched rice paddy, while a small boy in a red bib sits comfortably under a banyan tree, rustic village background, 8k resolution.",Grandmother,Planting,Rice
2,17,"Ban đêm, khi Tích Chu ngủ thì bà thức quạt. Thấy bà thương Tích Chu, có người bảo: ""Bà ơi! Lòng bà thương Tích Chu cao hơn trời, rộng hơn biển. Lớn lên, Tích Chu sẽ không khi nào quên ơn bà"".","At night, inside the dark hut lit by a small oil lamp, Tich Chu slept soundly on a bamboo bed. The grandmother sat beside him, her eyelids heavy. She gently waved a palm leaf fan to cool him, smiling softly at his sleeping face.","Traditional Vietnamese painting style, a grandmother sitting by a bamboo bed in a dim hut lit by an oil lamp, gently waving a palm leaf fan over a sleeping boy, peaceful and tender atmosphere, masterpiece quality.",Grandmother,Fanning,The sleeping boy
3,17,"Thế nhưng lớn lên, Tích Chu lại chẳng thương bà. Bà thì suốt ngày làm việc vất vả, còn Tích Chu suốt ngày rong chơi. Vì làm việc vất vả, ăn uống lại kham khổ nên bà bị ốm. Bà lên cơn sốt nhưng chẳng ai trông nom.","Years passed. The grandmother grew frail, coughing as she carried heavy firewood. Tich Chu, now older, ran out the gate with a wooden top in his hand, not looking back at her. One day, the grandmother collapsed on the bamboo bed, her face red with high fever, shivering alone in the empty house.","Traditional Vietnamese painting style, a frail grandmother coughing and shivering on a bed inside a lonely hut, while Tich Chu is seen in the distance running away to play, cold and sad lighting, professional artwork.",Grandmother,Collapsing,On the bed
4,17,"Tích Chu mãi rong chơi với bạn bè, chẳng nghĩ gì đến bà đang ốm. Một buổi trưa, trời nóng nực, cơn sốt lên cao, bà khát nước quá liền gọi: ""Tích Chu ơi, cho bà ngụm nước. Bà khát khô cổ rồi!""","Outside, Tich Chu laughed while playing with village children. Inside, the noon heat was stifling. The grandmother's lips were cracked and dry like parched earth. She reached out a trembling hand toward the empty water jar and whispered: ""Tich Chu, give me water. I am so thirsty."""",""Traditional Vietnamese painting style, a close-up of a grandmother's trembling hand reaching for an empty clay water jar, parched lips, hot yellow sunlight beaming through the window, emotional scene, 8k resolution.",Grandmother,Reaching,For water jar,
5,17,"Bà gọi một lần, hai lần…rồi ba lần nhưng vẫn không thấy Tích Chu đáp lại. Mãi sau Tích Chu thấy đói mới chạy về nhà kiếm cái ăn. Tích Chu ngạc nhiên hết sức thấy bà biến thành chim và vỗ cánh bay lên trời.","She called three times, but only silence answered. Late in the afternoon, Tich Chu ran home, rubbing his empty stomach. He froze at the door, eyes wide. The grandmother was gone. On the bed stood a grey bird, which flapped its wings and flew up toward the roof beam.","Traditional Vietnamese painting style, Tich Chu standing shocked at the doorway of a hut, a grey bird flapping its wings on a bamboo bed, feathers in the air, magical transformation, masterpiece quality.",Grandmother (as bird),Flapping,Wings
